,Airline,Date_of_Journey,Source,Destination,Route,Total_Stops,Additional_Info,Price,journey_year,journey_month,journey_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hr,duration_min
5168,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,8033,2019,9,3,13,10,16,10,3,0
5169,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,5,18,11,10,14,5,2,55
5170,IndiGo,2019-09-06,Kolkata,Banglore,CCU → PNQ → BLR,1 stop,No info,6911,2019,9,6,21,0,2,15,5,15
5171,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,2 stops,No info,14300,2019,6,27,20,0,19,0,23,0
5172,Air India,2019-09-06,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,13033,2019,9,6,7,0,1,20,18,20
5173,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,5,24,4,0,6,50,2,50
5174,SpiceJet,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,6205,2019,9,3,9,35,12,30,2,55
5175,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14871,2019,6,3,11,30,21,0,9,30
5176,Jet Airways,2019-05-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5678,2019,5,18,2,55,4,20,1,25
5177,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16108,2019,1,6,11,30,19,15,7,45
5178,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,17261,2019,6,3,20,35,9,30,12,55
5179,SpiceJet,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,3311,2019,12,5,5,55,8,35,2,40
5180,IndiGo,2019-12-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,12,4,11,30,14,5,2,35
5181,IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,9,6,16,55,19,45,2,50
5182,Air India,2019-09-03,Banglore,New Delhi,BLR → COK → DEL,1 stop,No info,8425,2019,9,3,22,0,13,20,15,20
5183,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,5,15,11,10,14,5,2,55
5184,GoAir,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5281,2019,9,6,10,35,19,35,9,0
5185,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,17549,2019,9,3,8,0,4,25,20,25
5186,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13797,2019,3,6,8,0,21,0,13,0
5187,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,12,4,8,30,11,20,2,50
5188,Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,7258,2019,3,6,17,40,9,35,15,55
5189,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,18192,2019,3,3,12,50,1,35,12,45
5190,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → AMD → BLR,2 stops,No info,13899,2019,1,5,10,0,5,25,19,25
5191,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,9,5,14,5,20,45,6,40
5192,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,12,5,9,35,9,45,24,10
5193,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15147,2019,6,3,15,15,1,35,10,20
5194,GoAir,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,No info,3898,2019,6,15,7,45,10,40,2,55
5195,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6818,2019,5,15,5,5,16,10,11,5
5196,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,5,15,16,30,12,0,19,30
5197,Air Asia,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,2 stops,No info,5192,2019,5,21,15,10,23,30,8,20
5198,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,2 stops,No info,14441,2019,6,27,5,30,12,35,7,5
5199,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,5,24,20,25,21,5,24,40
5200,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,4226,2019,5,18,19,35,23,15,3,40
5201,Air India,2019-05-27,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,13381,2019,5,27,20,15,19,15,23,0
5202,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10678,2019,6,15,4,55,19,0,14,5
5203,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12242,2019,3,27,11,30,18,50,7,20
5204,Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,6,21,2,55,4,20,1,25
5205,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,1,6,20,55,4,25,7,30
5206,SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,3841,2019,4,15,22,20,0,40,2,20
5207,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9663,2019,9,5,20,0,12,0,16,0
5208,IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,5224,2019,4,18,11,30,14,5,2,35
5209,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14533,2019,5,18,7,5,19,15,12,10
5210,SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2017,2019,5,24,22,45,0,15,1,30
5211,Jet Airways,2019-12-06,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,5769,2019,12,6,18,55,22,0,3,5
5212,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11622,2019,3,21,10,45,18,50,8,5
5213,IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,3,4,18,55,21,50,2,55
5214,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,7832,2019,3,21,14,5,11,25,21,20
5215,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9001,2019,6,24,7,30,19,15,11,45
5216,IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,6,27,12,0,13,30,1,30
5217,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,5,24,7,10,10,10,3,0
5218,IndiGo,2019-09-03,Delhi,Cochin,DEL → TRV → COK,1 stop,No info,6937,2019,9,3,21,5,1,45,4,40
5219,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,13033,2019,6,6,10,0,1,20,15,20
5220,SpiceJet,2019-03-05,Banglore,Delhi,BLR → DEL,non-stop,No info,3625,2019,3,5,5,55,8,35,2,40
5221,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,13292,2019,6,27,21,25,19,0,21,35
5222,Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → NAG → DEL,2 stops,No info,12778,2019,12,3,8,50,10,15,25,25
5223,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,3841,2019,1,6,14,55,17,25,2,30
5224,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2227,2019,3,18,21,20,22,45,1,25
5225,SpiceJet,2019-09-05,Kolkata,Banglore,CCU → PNQ → BLR,1 stop,No info,6171,2019,9,5,8,35,17,15,8,40
5226,Air India,2019-12-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,10676,2019,12,5,12,0,7,55,19,55
5227,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13014,2019,6,24,19,30,12,35,17,5
5228,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,3,18,2,30,4,0,1,30
5229,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,8367,2019,3,27,17,15,7,40,14,25
5230,Jet Airways,2019-03-04,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,5177,2019,3,4,2,15,4,25,26,10
5231,SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,4,18,17,10,19,40,2,30
5232,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9794,2019,5,15,8,45,19,0,10,15
5233,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,10486,2019,5,27,9,45,16,10,6,25
5234,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15058,2019,5,21,8,0,19,15,11,15
5235,IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,4,27,22,15,0,50,2,35
5236,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,17024,2019,6,3,16,0,19,45,27,45
5237,GoAir,2019-12-05,Kolkata,Banglore,CCU → AMD → BLR,1 stop,No info,8855,2019,12,5,16,40,0,15,7,35
5238,Air India,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8372,2019,9,6,21,0,7,40,10,40
5239,Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4050,2019,6,24,2,55,4,20,1,25
5240,Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,12,5,11,10,14,5,2,55
5241,SpiceJet,2019-03-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,2385,2019,3,18,5,45,7,5,1,20
5242,GoAir,2019-06-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3898,2019,6,24,11,40,14,30,2,50
5243,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,6860,2019,3,3,1,30,4,15,2,45
5244,SpiceJet,2019-05-27,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,6749,2019,5,27,6,5,11,20,5,15
5245,Air India,2019-05-21,Kolkata,Banglore,CCU → VNS → DEL → BLR,2 stops,No info,15107,2019,5,21,14,30,23,15,8,45
5246,Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,10368,2019,6,15,9,40,4,25,18,45
5247,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,7832,2019,3,21,7,0,21,20,14,20
5248,SpiceJet,2019-05-27,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,2385,2019,5,27,13,15,14,45,1,30
5249,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,6,24,14,25,16,55,2,30
5250,Air India,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,8236,2019,3,21,16,40,19,15,26,35
5251,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6416,2019,3,27,11,30,21,0,9,30
5252,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,9,6,11,30,19,0,7,30
5253,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,9,6,22,50,19,0,20,10
5254,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → IXB → BLR,1 stop,No info,7646,2019,1,4,15,55,21,25,5,30
5255,Air India,2019-01-06,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,7480,2019,1,6,20,40,9,25,12,45
5256,Vistara,2019-05-27,Chennai,Kolkata,MAA → CCU,non-stop,No info,11982,2019,5,27,17,45,20,5,2,20
5257,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8309,2019,5,18,10,35,19,15,8,40
5258,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BHO → BOM → COK,2 stops,In-flight meal not included,13344,2019,9,6,5,30,12,35,7,5
5259,Air India,2019-01-04,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,4227,2019,1,4,19,0,9,50,14,50
5260,Air India,2019-03-21,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,9706,2019,3,21,12,0,7,40,19,40
5261,SpiceJet,2019-06-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2017,2019,6,5,13,15,14,45,1,30
5262,IndiGo,2019-12-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,12,6,8,35,22,30,13,55
5263,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,No info,8016,2019,6,15,18,55,22,0,3,5
5264,IndiGo,2019-01-04,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,5298,2019,1,4,6,50,12,10,5,20
5265,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,No info,4878,2019,5,21,17,0,19,35,2,35
5266,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,24,14,0,4,25,14,25
5267,IndiGo,2019-12-05,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,4176,2019,12,5,4,50,9,50,5,0
5268,IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5883,2019,6,15,11,25,1,30,14,5
5269,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12717,2019,6,6,10,0,19,0,9,0
5270,IndiGo,2019-12-05,Chennai,Kolkata,MAA → CCU,non-stop,No info,3850,2019,12,5,7,55,10,15,2,20
5271,IndiGo,2019-05-27,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,5,27,19,35,21,55,2,20
5272,SpiceJet,2019-09-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,2175,2019,9,5,13,15,14,45,1,30
5273,Air Asia,2019-12-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7080,2019,12,4,23,55,2,45,2,50
5274,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8849,2019,1,4,21,10,8,15,11,5
5275,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9899,2019,12,6,8,25,19,50,11,25
5276,Vistara,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,No info,4878,2019,6,15,7,0,9,40,2,40
5277,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7787,2019,9,5,7,30,19,15,11,45
5278,SpiceJet,2019-03-05,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,3,5,17,45,20,5,2,20
5279,GoAir,2019-01-04,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5281,2019,1,4,10,35,19,35,9,0
5280,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,9345,2019,5,15,20,20,18,50,22,30
5281,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,6,24,11,55,22,30,10,35
5282,IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6838,2019,6,6,9,15,21,0,11,45
5283,SpiceJet,2019-03-06,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,3,6,17,45,20,5,2,20
5284,SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3173,2019,3,21,5,45,7,5,1,20
5285,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13377,2019,3,6,18,15,1,30,7,15
5286,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,9314,2019,9,5,20,25,18,0,21,35
5287,Multiple carriers,2019-09-03,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,9856,2019,9,3,13,15,22,20,9,5
5288,Air India,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8372,2019,5,21,8,0,19,15,11,15
5289,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,7064,2019,1,4,18,55,18,15,23,20
5290,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,1,5,22,15,0,50,2,35
5291,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,13029,2019,5,27,5,30,19,0,13,30
5292,IndiGo,2019-05-24,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,7640,2019,5,24,14,20,22,30,8,10
5293,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,22270,2019,1,3,8,0,15,15,7,15
5294,Air India,2019-01-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4441,2019,1,4,21,5,23,55,2,50
5295,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,27,9,0,4,25,19,25
5296,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,7064,2019,1,4,18,55,16,20,21,25
5297,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,9,6,8,25,20,45,12,20
5298,SpiceJet,2019-09-06,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,9,6,9,0,11,25,2,25
5299,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8529,2019,12,6,16,30,20,45,28,15
5300,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,No info,3625,2019,5,21,22,10,1,0,2,50
5301,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,5,21,0,30,3,25,2,55
5302,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,non-stop,No info,3850,2019,5,24,5,15,7,40,2,25
5303,Air India,2019-05-24,Kolkata,Banglore,CCU → BOM → COK → BLR,2 stops,No info,12802,2019,5,24,16,50,13,45,20,55
5304,SpiceJet,2019-06-03,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,9748,2019,6,3,15,55,21,55,6,0
5305,IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6104,2019,3,6,17,10,1,30,8,20
5306,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,6,21,21,15,0,15,3,0
5307,IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,7514,2019,3,6,6,50,16,10,9,20
5308,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,18308,2019,6,3,19,55,22,35,2,40
5309,Air India,2019-06-03,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,2 stops,No info,17327,2019,6,3,21,10,16,55,4,15
5310,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,8892,2019,3,27,13,5,7,40,18,35
5311,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9794,2019,5,27,10,20,19,0,8,40
5312,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,1,4,0,30,3,25,2,55
5313,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,24,20,0,20,45,24,45
5314,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15554,2019,9,5,18,15,19,0,24,45
5315,Vistara,2019-01-05,Chennai,Kolkata,MAA → CCU,non-stop,No info,11982,2019,1,5,17,45,20,5,2,20
5316,IndiGo,2019-03-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,4049,2019,3,6,6,25,7,55,1,30
5317,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,5618,2019,3,24,14,20,16,55,2,35
5318,Air India,2019-06-27,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,13591,2019,6,27,20,15,19,15,23,0
5319,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9508,2019,5,27,10,0,1,30,15,30
5320,SpiceJet,2019-06-18,Chennai,Kolkata,MAA → CCU,non-stop,No check-in baggage included,3543,2019,6,18,9,45,12,0,2,15
5321,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,4,18,18,55,22,0,3,5
5322,Vistara,2019-06-18,Banglore,Delhi,BLR → DEL,non-stop,No info,4668,2019,6,18,11,30,14,20,2,50
5323,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14388,2019,5,21,14,5,10,5,20,0
5324,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,15,18,55,12,0,17,5
5325,Air India,2019-09-06,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,7690,2019,9,6,20,40,9,25,12,45
5326,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,13067,2019,5,21,9,35,9,45,24,10
5327,SpiceJet,2019-03-04,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,1965,2019,3,4,5,45,7,15,1,30
5328,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16289,2019,9,3,16,0,18,50,26,50
5329,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,10203,2019,12,5,20,30,8,55,12,25
5330,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,15149,2019,6,5,14,5,23,35,9,30
5331,Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,9345,2019,5,21,17,0,23,25,6,25
5332,SpiceJet,2019-05-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2017,2019,5,18,5,45,7,15,1,30
5333,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,9345,2019,5,15,7,10,23,25,16,15
5334,Air India,2019-06-05,Kolkata,Banglore,CCU → MAA → BLR,1 stop,No info,6528,2019,6,5,14,35,15,20,24,45
5335,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15603,2019,3,3,7,0,13,20,6,20
5336,Jet Airways,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,2 stops,No info,13376,2019,6,24,6,45,4,25,21,40
5337,SpiceJet,2019-06-27,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5583,2019,6,27,6,5,11,20,5,15
5338,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10577,2019,9,6,16,0,19,0,27,0
5339,Air India,2019-05-15,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,10651,2019,5,15,12,0,7,40,19,40
5340,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,7594,2019,12,6,14,5,4,40,14,35
5341,Air Asia,2019-01-05,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,6857,2019,1,5,6,50,10,30,3,40
5342,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,4,27,13,0,15,50,2,50
5343,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BHO → BOM → COK,2 stops,In-flight meal not included,13344,2019,12,6,5,30,12,35,7,5
5344,SpiceJet,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,No info,3971,2019,4,27,21,10,0,5,2,55
5345,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,18371,2019,6,24,9,0,19,0,10,0
5346,Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,In-flight meal not included,6643,2019,3,27,19,10,4,25,33,15
5347,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15077,2019,6,3,11,30,19,15,7,45
5348,Air India,2019-01-05,Banglore,Delhi,BLR → DEL,non-stop,No info,6121,2019,1,5,10,0,12,45,2,45
5349,SpiceJet,2019-03-03,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5755,2019,3,3,13,10,14,30,1,20
5350,Air India,2019-09-04,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,4487,2019,9,4,20,40,9,25,12,45
5351,SpiceJet,2019-05-21,Delhi,Cochin,DEL → PNQ → COK,1 stop,No check-in baggage included,5158,2019,5,21,8,45,13,15,4,30
5352,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,1,5,20,0,4,40,8,40
5353,Air India,2019-01-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3100,2019,1,6,6,20,7,40,1,20
5354,Jet Airways,2019-09-05,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,3210,2019,9,5,2,55,4,20,1,25
5355,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12373,2019,9,5,19,15,12,35,17,20
5356,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15135,2019,3,3,6,40,18,50,12,10
5357,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,13292,2019,6,27,5,30,19,0,13,30
5358,SpiceJet,2019-06-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2017,2019,6,6,13,15,14,45,1,30
5359,Jet Airways,2019-12-06,Delhi,Cochin,DEL → NAG → BOM → COK,2 stops,In-flight meal not included,10919,2019,12,6,14,35,12,35,22,0
5360,Vistara,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,1 stop,No info,12395,2019,6,3,21,55,22,55,25,0
5361,SpiceJet,2019-06-21,Chennai,Kolkata,MAA → CCU,non-stop,No check-in baggage included,3543,2019,6,21,9,45,12,0,2,15
5362,Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,2228,2019,6,5,19,35,21,5,1,30
5363,Air India,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,8236,2019,3,21,19,45,19,15,23,30
5364,Air Asia,2019-03-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,11410,2019,3,6,16,45,6,35,13,50
5365,Jet Airways,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,15129,2019,5,21,23,5,12,35,13,30
5366,GoAir,2019-06-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,3514,2019,6,24,15,20,17,55,2,35
5367,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,13469,2019,6,6,9,35,21,5,11,30
5368,IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,9,4,21,15,0,15,3,0
